City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
330,Fortuna,40.5982,-124.1573,50.0,62,1,8.05,US,2021-04-01 06:20:23,clear sky
331,Panaba,21.2833,-88.2667,72.52,85,78,6.4,MX,2021-04-01 06:23:11,broken clouds
332,George Town,5.4112,100.3354,91.0,66,40,6.91,MY,2021-04-01 06:23:11,scattered clouds
333,Ahvaz,31.3203,48.6693,84.2,20,40,9.22,IR,2021-04-01 06:23:12,scattered clouds
334,Mpika,-11.8343,31.4529,62.1,92,98,8.81,ZM,2021-04-01 06:23:12,overcast clouds
335,Cusco,-13.5183,-71.9781,45.54,91,100,3.22,PE,2021-04-01 06:18:14,overcast clouds
336,Cidreira,-30.1811,-50.2056,67.93,76,54,10.6,BR,2021-04-01 06:20:36,broken clouds
337,Langsa,4.4683,97.9683,88.52,58,93,3.96,ID,2021-04-01 06:20:16,overcast clouds
338,Goiana,-7.5606,-35.0025,78.8,100,20,3.44,BR,2021-04-01 06:23:12,few clouds
339,Twin Falls,42.3505,-114.6445,30.2,59,1,8.05,US,2021-04-01 06:23:13,clear sky
340,Jiexiu,37.0244,111.9125,54.93,62,100,5.28,CN,2021-04-01 06:23:13,overcast clouds
341,Ilulissat,69.2167,-51.1,21.2,68,75,17.27,GL,2021-04-01 06:17:11,broken clouds
342,Kieta,-6.2167,155.6333,83.08,74,21,3.89,PG,2021-04-01 06:21:16,light rain
343,Svetlyy,54.675,20.1347,46.4,71,0,8.95,RU,2021-04-01 06:23:13,clear sky
344,Bengkulu,-3.8004,102.2655,77.05,88,100,11.99,ID,2021-04-01 06:20:16,moderate rain
345,Brigantine,39.4101,-74.3646,57.2,100,90,6.91,US,2021-04-01 06:23:14,overcast clouds
346,Brae,60.3964,-1.353,37.4,65,75,3.44,GB,2021-04-01 06:21:55,broken clouds
347,Sao Joao Da Barra,-21.6403,-41.0511,70.14,91,22,7.09,BR,2021-04-01 06:20:06,few clouds
348,Pandan,14.0453,124.1694,84.18,63,85,12.75,PH,2021-04-01 06:23:14,overcast clouds
349,Portland,45.5234,-122.6762,54.0,57,1,1.48,US,2021-04-01 06:21:20,clear sky
350,Nexo,55.0607,15.1306,46.4,76,90,5.75,DK,2021-04-01 06:23:14,moderate rain
351,Norman Wells,65.282,-126.8329,10.4,92,90,2.3,CA,2021-04-01 06:20:30,light snow
352,Marawi,7.9986,124.2928,76.05,90,100,4.63,PH,2021-04-01 06:23:14,moderate rain
353,Hay River,60.8156,-115.7999,32.0,86,100,6.91,CA,2021-04-01 06:22:02,overcast clouds
354,Baruun-Urt,46.6806,113.2792,48.81,47,100,11.95,MN,2021-04-01 06:23:15,overcast clouds
355,Rio Cuarto,-33.1307,-64.3499,55.99,92,1,5.99,AR,2021-04-01 06:19:14,clear sky
356,Aswan,24.0934,32.907,67.1,23,0,11.65,EG,2021-04-01 06:23:15,clear sky
357,Port Keats,-14.25,129.55,81.01,62,100,11.14,AU,2021-04-01 06:23:15,light rain
358,Perth,-31.9333,115.8333,91.99,29,0,10.36,AU,2021-04-01 06:20:52,clear sky
359,Nipawin,53.3668,-104.0009,33.8,75,20,11.5,CA,2021-04-01 06:21:40,few clouds
360,Bend,44.0582,-121.3153,46.99,45,1,6.91,US,2021-04-01 06:23:15,clear sky
361,Tavira,37.1273,-7.6486,62.6,94,75,9.22,PT,2021-04-01 06:23:16,broken clouds
362,Tura,25.5198,90.2201,87.82,45,42,7.43,IN,2021-04-01 06:20:24,scattered clouds
363,Jumla,29.2747,82.1838,63.95,10,0,12.24,NP,2021-04-01 06:21:36,clear sky
364,Massakory,12.996,15.7293,71.71,13,47,12.86,TD,2021-04-01 06:23:16,scattered clouds
365,Vilyuysk,63.7553,121.6247,24.51,74,93,4.29,RU,2021-04-01 06:23:16,overcast clouds
366,Elko,41.0002,-115.5012,39.0,38,1,5.75,US,2021-04-01 06:18:52,clear sky
367,Llanes,43.4198,-4.7549,61.61,53,100,7.43,ES,2021-04-01 06:23:17,overcast clouds
368,Coquimbo,-29.9533,-71.3436,53.6,94,0,4.61,CL,2021-04-01 06:23:17,clear sky
369,Te Anau,-45.4167,167.7167,61.11,55,100,4.5,NZ,2021-04-01 06:19:59,overcast clouds
370,Xapuri,-10.6517,-68.5044,72.32,98,100,1.97,BR,2021-04-01 06:23:17,overcast clouds
371,Poya,-21.35,165.15,75.94,79,100,11.23,NC,2021-04-01 06:23:17,moderate rain
372,Vuktyl,63.8567,57.3094,33.13,94,100,7.96,RU,2021-04-01 06:23:18,overcast clouds
373,Bud,39.447,-86.1758,32.0,59,48,9.75,US,2021-04-01 06:23:18,scattered clouds
374,Ilinge,-31.9768,27.0427,57.67,73,6,2.93,ZA,2021-04-01 06:23:18,clear sky
375,Kavieng,-2.5744,150.7967,83.75,69,36,2.89,PG,2021-04-01 06:17:01,scattered clouds
376,Ahipara,-35.1667,173.1667,63.86,77,21,6.55,NZ,2021-04-01 06:16:55,few clouds
377,Bandarbeyla,9.4942,50.8122,82.15,49,43,5.86,SO,2021-04-01 06:21:08,scattered clouds
378,Taltal,-25.4,-70.4833,61.99,84,8,1.25,CL,2021-04-01 06:19:46,clear sky
379,Roald,62.5833,6.1333,37.4,81,75,4.61,NO,2021-04-01 06:21:50,broken clouds
380,Emerald,-23.5333,148.1667,87.8,27,40,11.5,AU,2021-04-01 06:23:18,scattered clouds
381,Zunyi,27.6867,106.9072,69.46,68,91,8.5,CN,2021-04-01 06:23:19,overcast clouds
382,Kangaatsiaq,68.3065,-53.4641,17.91,83,100,16.55,GL,2021-04-01 06:23:19,overcast clouds
383,Sindou,10.6667,-5.1667,77.0,20,31,3.6,BF,2021-04-01 06:23:19,scattered clouds
384,Midland,31.9974,-102.0779,50.0,27,1,9.22,US,2021-04-01 06:23:01,clear sky
385,Longyearbyen,78.2186,15.6401,28.4,74,75,17.27,SJ,2021-04-01 06:19:52,broken clouds
386,Ayr,55.4627,-4.6339,41.0,81,0,10.36,GB,2021-04-01 06:23:19,clear sky
387,Boende,-0.2167,20.8667,71.17,96,61,2.48,CD,2021-04-01 06:20:51,light rain
388,Kidal,18.4411,1.4078,71.94,10,0,10.65,ML,2021-04-01 06:17:25,clear sky
389,Olafsvik,64.8945,-23.7142,40.71,90,100,19.39,IS,2021-04-01 06:20:27,overcast clouds
390,Kichmengskiy Gorodok,59.9816,45.7854,33.3,95,100,7.23,RU,2021-04-01 06:23:20,overcast clouds
391,Claresholm,50.0333,-113.5852,42.8,36,82,6.91,CA,2021-04-01 06:20:23,broken clouds
392,Pekan,3.4836,103.3996,91.4,66,40,3.44,MY,2021-04-01 06:23:20,scattered clouds
393,La Ronge,55.1001,-105.2842,33.8,80,90,4.61,CA,2021-04-01 06:21:10,overcast clouds
394,Malinovoye Ozero,51.6753,79.7825,30.94,63,53,2.21,RU,2021-04-01 06:23:20,broken clouds
395,Gari,59.4307,62.3497,34.25,84,100,12.64,RU,2021-04-01 06:23:20,overcast clouds
396,Toamasina,-18.1667,49.3833,78.8,94,75,9.22,MG,2021-04-01 06:23:21,light rain
397,Chinsali,-10.5414,32.0816,63.61,91,99,6.33,ZM,2021-04-01 06:23:21,overcast clouds
398,Mizan Teferi,6.9833,35.5833,71.73,69,91,0.65,ET,2021-04-01 06:23:21,light rain
399,Udachnyy,66.4167,112.4,-6.11,80,100,11.56,RU,2021-04-01 06:16:19,overcast clouds
400,Bairiki,1.3292,172.9752,84.2,79,20,8.05,KI,2021-04-01 06:20:38,light rain
401,Merauke,-8.4667,140.3333,82.83,76,91,8.9,ID,2021-04-01 06:20:08,overcast clouds
402,Palmer,42.1584,-72.3287,54.0,100,90,5.75,US,2021-04-01 06:23:21,light rain
403,Grand Gaube,-20.0064,57.6608,84.99,71,8,7.0,MU,2021-04-01 06:20:57,clear sky
404,Montepuez,-13.1256,38.9997,70.43,77,16,9.22,MZ,2021-04-01 06:23:22,few clouds
405,Pangkalanbuun,-2.6833,111.6167,93.0,46,94,5.08,ID,2021-04-01 06:23:22,light rain
406,Tucuman,-26.8241,-65.2226,66.2,94,90,2.3,AR,2021-04-01 06:23:05,overcast clouds
407,Tabou,4.423,-7.3528,78.01,90,62,4.12,CI,2021-04-01 06:21:49,broken clouds
408,Praia,14.9215,-23.5087,68.0,73,75,17.27,CV,2021-04-01 06:23:22,broken clouds
409,Jishou,28.3167,109.7167,55.9,91,100,3.89,CN,2021-04-01 06:23:22,overcast clouds
410,Rapar,23.5667,70.6333,94.87,11,0,7.02,IN,2021-04-01 06:23:23,clear sky
411,Quchan,37.106,58.5095,47.28,46,87,15.3,IR,2021-04-01 06:23:23,overcast clouds
412,Aklavik,68.2191,-135.0107,-4.0,77,100,9.22,CA,2021-04-01 06:20:44,light snow
413,Alta Floresta,-9.8756,-56.0861,69.89,98,97,2.57,BR,2021-04-01 06:20:00,overcast clouds
414,Ciudad Valles,21.9833,-99.0167,72.28,91,71,4.14,MX,2021-04-01 06:23:23,broken clouds
415,Ganzhou,28.8184,115.4327,68.32,88,100,3.83,CN,2021-04-01 06:23:23,overcast clouds
416,Lorengau,-2.0226,147.2712,83.55,73,75,2.55,PG,2021-04-01 06:20:35,light rain
417,Jati,24.3539,68.2671,97.75,5,0,10.89,PK,2021-04-01 06:23:24,clear sky
418,Caruray,10.3094,119.0128,84.2,79,75,4.61,PH,2021-04-01 06:23:24,broken clouds
419,Nuristan,35.3,70.8333,27.18,29,3,11.86,AF,2021-04-01 06:23:24,clear sky
420,San Jose,37.3394,-121.895,64.4,29,1,1.39,US,2021-04-01 06:22:41,clear sky
421,Shellbrook,53.2168,-106.4011,35.6,75,75,5.75,CA,2021-04-01 06:23:24,broken clouds
422,Spanish Town,17.9911,-76.9574,78.8,73,20,2.3,JM,2021-04-01 06:23:25,few clouds
423,Ise,34.4833,136.7,66.0,74,96,8.99,JP,2021-04-01 06:23:25,overcast clouds
424,Eureka,40.8021,-124.1637,50.0,66,1,4.61,US,2021-04-01 06:23:25,clear sky
425,Kanniyakumari,8.0833,77.5667,88.3,69,68,19.91,IN,2021-04-01 06:19:10,broken clouds
426,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.41,86,89,6.17,BR,2021-04-01 06:19:26,overcast clouds
427,Lokot,52.565,34.5776,45.99,91,73,10.71,RU,2021-04-01 06:23:25,broken clouds
428,Sturgeon Falls,46.3646,-79.9326,28.0,74,90,17.27,CA,2021-04-01 06:23:25,light snow
429,Shelburne,44.0787,-80.2041,30.0,77,73,13.02,CA,2021-04-01 06:23:26,broken clouds
430,Bani Walid,31.7566,13.9942,53.74,77,0,0.94,LY,2021-04-01 06:23:26,clear sky
431,Hammerfest,70.6634,23.6821,33.8,86,75,13.47,NO,2021-04-01 06:23:26,broken clouds
432,Deputatskiy,69.3,139.9,6.04,87,98,3.18,RU,2021-04-01 06:20:28,overcast clouds
433,Miandrivazo,-19.5167,45.4667,83.17,58,0,3.65,MG,2021-04-01 06:23:26,clear sky
434,Hualmay,-11.0964,-77.6139,68.45,88,20,5.99,PE,2021-04-01 06:23:27,few clouds
435,Obera,-27.4871,-55.1199,54.0,86,15,2.98,AR,2021-04-01 06:21:27,few clouds
436,Santa Fe,-31.6333,-60.7,64.0,79,0,5.23,AR,2021-04-01 06:23:27,clear sky
437,Atar,20.5169,-13.0499,76.8,23,91,10.38,MR,2021-04-01 06:20:12,overcast clouds
438,Gizo,-8.103,156.8419,84.38,68,58,2.77,SB,2021-04-01 06:23:27,broken clouds
439,Shingu,33.7333,135.9833,69.8,46,75,6.91,JP,2021-04-01 06:20:35,broken clouds
440,Diego De Almagro,-26.3667,-70.05,58.39,57,2,1.36,CL,2021-04-01 06:23:27,clear sky
441,Burnie,-41.0667,145.9167,70.75,55,99,11.48,AU,2021-04-01 06:23:28,overcast clouds
442,Changli,39.7042,119.1506,61.32,31,58,9.4,CN,2021-04-01 06:23:28,broken clouds
443,Okoneshnikovo,54.8377,75.0834,22.46,83,27,13.42,RU,2021-04-01 06:23:28,scattered clouds
444,Lusambo,-4.9667,23.45,70.84,98,99,1.43,CD,2021-04-01 06:23:28,light rain
445,Tapes,-30.6733,-51.3958,65.66,78,32,6.82,BR,2021-04-01 06:20:47,scattered clouds
446,Campeche,19.0,-90.5,74.77,66,68,3.49,MX,2021-04-01 06:21:13,broken clouds
447,Chipinge,-20.1883,32.6236,66.72,55,57,1.01,ZW,2021-04-01 06:23:29,broken clouds
448,Antalaha,-14.9003,50.2788,79.97,84,22,6.64,MG,2021-04-01 06:23:29,light rain
449,Wamba,8.9333,8.6,73.87,21,94,2.04,NG,2021-04-01 06:23:29,overcast clouds
450,Sakakah,29.9697,40.2064,59.0,36,0,6.91,SA,2021-04-01 06:23:29,clear sky
451,Oshnaviyeh,37.0397,45.0983,53.6,62,20,4.61,IR,2021-04-01 06:19:02,few clouds
452,Richards Bay,-28.783,32.0377,72.99,80,93,5.84,ZA,2021-04-01 06:20:22,overcast clouds
453,Nileshwar,12.25,75.1,86.31,61,7,11.25,IN,2021-04-01 06:23:30,clear sky
454,Lalibela,12.0333,39.0333,68.36,26,70,2.42,ET,2021-04-01 06:23:30,broken clouds
455,Bogotol,56.2078,89.5342,26.67,85,100,13.67,RU,2021-04-01 06:23:30,overcast clouds
456,Marrakesh,31.6315,-8.0083,53.6,87,0,4.61,MA,2021-04-01 06:21:23,clear sky
457,Paracatu,-17.2222,-46.8747,66.13,75,1,2.62,BR,2021-04-01 06:23:30,clear sky
458,Shediac,46.2198,-64.5411,54.0,87,90,6.91,CA,2021-04-01 06:23:31,overcast clouds
459,Iralaya,15.0,-83.2333,78.67,81,5,12.95,HN,2021-04-01 06:23:31,clear sky
460,Varhaug,58.6147,5.6457,36.0,97,35,14.99,NO,2021-04-01 06:23:31,scattered clouds
461,Constantine,36.365,6.6147,44.6,76,0,2.3,DZ,2021-04-01 06:23:31,clear sky
462,Walvis Bay,-22.9575,14.5053,68.0,68,39,1.14,NA,2021-04-01 06:23:32,scattered clouds
463,Harper,4.375,-7.7169,78.13,89,68,4.74,LR,2021-04-01 06:23:32,broken clouds
464,Hovd,48.0056,91.6419,33.84,30,86,9.31,MN,2021-04-01 06:21:27,overcast clouds
465,Nome,64.5011,-165.4064,1.4,60,1,9.22,US,2021-04-01 06:21:26,clear sky
466,Ozernovskiy,51.5,156.5167,39.09,90,100,16.69,RU,2021-04-01 06:23:32,light rain
467,Dombasle-Sur-Meurthe,48.6252,6.3497,51.8,87,0,1.14,FR,2021-04-01 06:23:32,clear sky
468,Bireun,5.203,96.7009,84.0,64,99,6.13,ID,2021-04-01 06:23:32,overcast clouds
469,Monywa,22.1167,95.1333,97.02,22,5,4.43,MM,2021-04-01 06:23:33,clear sky
470,Porto Santo,33.072,-16.3415,62.6,82,40,11.5,PT,2021-04-01 06:21:04,scattered clouds
471,Gao,16.6362,1.637,70.86,9,0,11.92,ML,2021-04-01 06:23:33,clear sky
472,Opuwo,-18.0607,13.84,66.13,85,58,11.59,NA,2021-04-01 06:23:33,broken clouds
473,Shizunai,42.3339,142.3669,45.09,63,4,15.55,JP,2021-04-01 06:20:10,clear sky
474,Saint-Pierre,-21.3393,55.4781,78.8,73,75,10.36,RE,2021-04-01 06:20:10,light rain
475,Kokopo,-4.352,152.2633,82.26,77,43,5.3,PG,2021-04-01 06:23:33,light rain
476,Lazaro Cardenas,17.9583,-102.2,74.3,58,45,4.0,MX,2021-04-01 06:23:34,scattered clouds
477,Wasilla,61.5814,-149.4394,28.4,50,90,4.61,US,2021-04-01 06:23:34,light snow
478,Yerbogachen,61.2767,108.0108,10.38,70,100,12.48,RU,2021-04-01 06:21:32,overcast clouds
479,Bow Island,49.8668,-111.3684,37.4,56,14,8.05,CA,2021-04-01 06:23:34,few clouds
480,Kuah,6.3265,99.8432,89.6,70,40,5.75,MY,2021-04-01 06:23:35,light rain
481,Mazarron,37.5992,-1.3149,55.0,93,99,10.56,ES,2021-04-01 06:23:35,overcast clouds
482,Troitsko-Pechorsk,62.7084,56.1964,33.19,92,99,6.67,RU,2021-04-01 06:23:35,overcast clouds
483,Port Augusta,-32.5,137.7667,91.0,18,0,11.5,AU,2021-04-01 06:23:35,clear sky
484,Bam,29.106,58.357,76.24,8,0,5.26,IR,2021-04-01 06:23:35,clear sky
485,Kholtoson,50.2981,103.3097,36.05,46,100,3.38,RU,2021-04-01 06:23:36,overcast clouds
486,Gueret,46.1667,1.8667,53.6,35,0,5.75,FR,2021-04-01 06:23:36,clear sky
487,Portobelo,9.55,-79.65,79.0,85,70,17.0,PA,2021-04-01 06:20:23,broken clouds
488,Akdepe,42.0551,59.3788,46.4,39,0,18.41,TM,2021-04-01 06:20:40,clear sky
489,Kupang,-10.1667,123.5833,82.4,78,40,16.11,ID,2021-04-01 06:23:36,moderate rain
490,General Roca,-39.0333,-67.5833,64.4,55,40,13.8,AR,2021-04-01 06:23:36,moderate rain
491,Bondo,3.8146,23.6866,75.74,65,65,3.53,CD,2021-04-01 06:23:37,broken clouds
492,Salvador,13.8333,-88.9167,80.6,69,40,2.3,SV,2021-04-01 06:23:37,scattered clouds
493,Ouadda,8.0777,22.4007,79.38,22,35,4.7,CF,2021-04-01 06:23:37,scattered clouds
494,Todos Santos,23.45,-110.2167,73.0,57,100,7.83,MX,2021-04-01 06:23:37,overcast clouds
495,Weligama,5.9667,80.4167,87.89,63,65,12.26,LK,2021-04-01 06:23:38,broken clouds
496,Karaton,-6.3424,106.1045,84.2,65,40,12.66,ID,2021-04-01 06:23:38,light rain
497,Pryluky,50.5932,32.3876,45.23,84,96,9.98,UA,2021-04-01 06:23:38,overcast clouds
498,Kiama,-34.6833,150.8667,73.0,72,0,5.01,AU,2021-04-01 06:23:38,clear sky
499,Aguimes,27.9054,-15.4461,64.4,82,20,5.75,ES,2021-04-01 06:23:38,few clouds
500,Pontian Kecil,1.4801,103.3899,93.2,62,20,4.61,MY,2021-04-01 06:23:39,few clouds
501,Bonavista,48.6499,-53.1147,24.8,80,7,4.61,CA,2021-04-01 06:23:39,clear sky
502,Balapulang,-7.05,109.0833,85.87,69,48,6.67,ID,2021-04-01 06:23:39,scattered clouds
503,Flin Flon,54.7682,-101.865,29.14,96,96,8.93,CA,2021-04-01 06:23:39,overcast clouds
504,Eagle Pass,28.7091,-100.4995,64.4,32,90,10.36,US,2021-04-01 06:20:28,overcast clouds
505,Kampene,-3.6,26.6667,69.75,96,97,0.6,CD,2021-04-01 06:23:40,overcast clouds
506,Cacapava Do Sul,-30.5122,-53.4914,52.02,93,36,3.42,BR,2021-04-01 06:23:40,scattered clouds
507,Wanning,18.8003,110.3967,84.85,66,11,14.63,CN,2021-04-01 06:21:24,few clouds
508,Charlestown,-32.95,151.6667,73.99,78,42,1.01,AU,2021-04-01 06:23:40,scattered clouds
509,Miranda,3.2499,-76.2281,69.8,88,75,4.61,CO,2021-04-01 06:23:40,broken clouds
510,Vanimo,-2.6741,141.3028,82.58,74,71,5.5,PG,2021-04-01 06:21:16,light rain
511,Sechura,-5.5569,-80.8222,71.73,74,19,12.37,PE,2021-04-01 06:23:40,few clouds
512,Villa Carlos Paz,-31.4241,-64.4978,57.99,93,40,4.61,AR,2021-04-01 06:23:41,scattered clouds
513,Entre Rios,-11.9419,-38.0844,72.46,95,86,3.15,BR,2021-04-01 06:23:41,overcast clouds
514,Zabol,32.25,67.25,58.01,17,0,18.66,AF,2021-04-01 06:23:41,clear sky
515,Chimoio,-19.1164,33.4833,64.4,100,75,1.74,MZ,2021-04-01 06:23:41,fog
516,Itoman,26.1247,127.6694,80.6,78,75,8.05,JP,2021-04-01 06:23:42,broken clouds
517,Cherskiy,68.75,161.3,5.86,89,100,5.64,RU,2021-04-01 06:20:13,overcast clouds
518,Bilibino,68.0546,166.4372,11.84,92,100,2.57,RU,2021-04-01 06:20:09,light snow
519,Chara,56.9064,118.2631,20.62,66,57,0.87,RU,2021-04-01 06:23:42,broken clouds
520,Linfen,36.0889,111.5189,59.32,49,100,5.44,CN,2021-04-01 06:23:42,overcast clouds
521,Naryan-Mar,67.6713,53.087,30.69,94,100,6.6,RU,2021-04-01 06:21:14,overcast clouds
522,Lake Elsinore,33.6681,-117.3273,64.0,15,17,5.88,US,2021-04-01 06:19:57,few clouds
523,Nortelandia,-14.4547,-56.8028,72.75,82,90,1.77,BR,2021-04-01 06:23:42,overcast clouds
524,Donskoye,45.4552,41.9741,37.4,100,90,15.66,RU,2021-04-01 06:23:43,mist
525,Astorga,-23.2325,-51.6656,64.4,72,0,3.24,BR,2021-04-01 06:23:43,clear sky
526,Christchurch,-43.5333,172.6333,55.99,67,6,13.8,NZ,2021-04-01 06:19:05,clear sky
527,Dzialdowo,53.2396,20.17,35.6,100,0,4.92,PL,2021-04-01 06:23:43,clear sky
528,Tanda,26.55,82.65,96.03,2,0,13.13,IN,2021-04-01 06:23:43,clear sky
529,Miranda De Ebro,42.6865,-2.947,46.4,66,0,1.14,ES,2021-04-01 06:23:44,clear sky
530,Vao,-22.6667,167.4833,73.81,82,100,13.73,NC,2021-04-01 06:19:21,heavy intensity rain
531,Kabalo,-6.05,26.9167,72.54,84,86,3.47,CD,2021-04-01 06:23:44,overcast clouds
532,Kitob,39.0843,66.8332,44.6,57,1,9.22,UZ,2021-04-01 06:23:44,clear sky
533,Praia Da Vitoria,38.7333,-27.0667,57.2,82,20,3.62,PT,2021-04-01 06:19:59,few clouds
534,Golden,39.7555,-105.2211,36.0,44,1,4.61,US,2021-04-01 06:21:02,clear sky
535,Yuancheng,36.652,107.7896,41.5,92,100,4.68,CN,2021-04-01 06:23:45,overcast clouds
536,Bowen,-20.0167,148.2333,80.6,69,75,21.85,AU,2021-04-01 06:23:45,broken clouds
537,Laguna,38.421,-121.4238,60.01,58,1,2.98,US,2021-04-01 06:19:55,clear sky
538,Tabas,33.5959,56.9244,71.96,12,6,2.15,IR,2021-04-01 06:23:45,clear sky
539,Gemena,3.25,19.7667,76.14,76,72,3.56,CD,2021-04-01 06:23:45,broken clouds
540,Swan Hill,-35.3378,143.5544,84.29,21,41,4.09,AU,2021-04-01 06:18:16,scattered clouds
541,San Carlos De Bariloche,-41.1456,-71.3082,57.2,72,0,10.36,AR,2021-04-01 06:23:45,clear sky
542,Meulaboh,4.1363,96.1285,76.96,84,100,7.36,ID,2021-04-01 06:21:58,overcast clouds
543,Moerai,-22.4333,-151.3333,80.62,69,18,21.54,PF,2021-04-01 06:23:46,few clouds
544,Yenangyaung,20.4667,94.8833,99.9,22,7,9.04,MM,2021-04-01 06:23:46,clear sky
545,Paceco,37.9787,12.5566,61.0,93,0,3.44,IT,2021-04-01 06:23:46,clear sky
546,Dicabisagan,17.0818,122.4157,85.42,64,27,8.03,PH,2021-04-01 06:23:46,scattered clouds
547,Kolomyya,48.5306,25.0403,42.8,93,92,3.18,UA,2021-04-01 06:23:18,overcast clouds
548,Havre,49.5833,0.3333,55.4,76,0,3.44,FR,2021-04-01 06:23:47,clear sky
549,San Borja,-14.8167,-66.85,71.26,98,100,2.08,BO,2021-04-01 06:23:47,overcast clouds
550,Dera Bugti,29.0307,69.151,88.29,4,0,7.67,PK,2021-04-01 06:23:47,clear sky
551,Kashi,39.4547,75.9797,50.0,46,40,8.95,CN,2021-04-01 06:23:47,scattered clouds
552,Adrar,20.5022,-10.0711,76.14,9,100,3.53,MR,2021-04-01 06:21:11,overcast clouds
553,Cape Girardeau,37.3834,-89.7168,39.99,45,1,6.91,US,2021-04-01 06:23:48,clear sky
554,Miraflores,19.2167,-98.8083,59.0,51,1,11.5,MX,2021-04-01 06:23:48,clear sky
555,Hurghada,27.2574,33.8129,64.4,45,0,9.22,EG,2021-04-01 06:21:41,clear sky
556,Butte,39.6499,-121.5677,62.6,39,1,8.05,US,2021-04-01 06:21:30,clear sky
557,Hopfgarten,50.9833,11.2667,53.01,66,0,12.66,DE,2021-04-01 06:23:48,clear sky
558,Torit,4.4133,32.5678,82.11,51,74,2.1,SS,2021-04-01 06:23:49,broken clouds
559,Ust-Tsilma,65.441,52.1498,32.45,88,100,4.9,RU,2021-04-01 06:23:49,overcast clouds
560,Humaita,-7.5061,-63.0208,69.22,99,99,0.83,BR,2021-04-01 06:23:49,overcast clouds
561,Uglegorsk,49.0833,142.0333,33.12,77,14,6.96,RU,2021-04-01 06:23:49,few clouds
562,Salinas,36.6777,-121.6555,62.6,39,1,3.67,US,2021-04-01 06:23:50,clear sky
563,Moyale,3.5167,39.0584,74.5,66,7,14.18,KE,2021-04-01 06:23:50,light rain
564,Vaasa,63.096,21.6158,37.4,70,0,6.91,FI,2021-04-01 06:23:50,clear sky
565,Houma,29.5958,-90.7195,59.0,51,90,16.11,US,2021-04-01 06:23:50,overcast clouds
566,Fort Saint James,54.4333,-124.25,32.27,92,100,3.13,CA,2021-04-01 06:23:51,overcast clouds
567,Dimitrovgrad,54.2139,49.6184,41.0,70,100,22.37,RU,2021-04-01 06:23:51,moderate rain
568,Dawei,14.0833,98.2,91.0,54,52,10.36,MM,2021-04-01 06:20:07,broken clouds
569,Sri Aman,1.2376,111.4621,89.6,70,40,3.44,MY,2021-04-01 06:23:51,scattered clouds
570,Waipawa,-41.4122,175.5153,59.0,62,59,17.27,NZ,2021-04-01 06:22:08,broken clouds
571,Pokrovskoye,47.4157,38.8971,42.01,75,0,15.99,RU,2021-04-01 06:23:51,clear sky
572,Sioux Lookout,50.1001,-91.917,10.4,79,1,5.75,CA,2021-04-01 06:23:52,clear sky
573,Ordzhonikidze,52.4411,61.7408,27.7,87,81,15.41,KZ,2021-04-01 06:23:52,broken clouds
574,Pierre,44.3683,-100.351,28.0,63,1,8.05,US,2021-04-01 06:16:00,clear sky
575,Acajutla,13.5928,-89.8275,75.99,85,28,5.95,SV,2021-04-01 06:23:52,scattered clouds
576,Santiago Del Estero,-27.7951,-64.2615,69.42,59,93,5.44,AR,2021-04-01 06:23:53,overcast clouds
577,Strangnas,59.3774,17.0312,36.0,69,0,6.91,SE,2021-04-01 06:23:53,clear sky
578,Sawtell,-30.3833,153.1,75.2,64,75,19.57,AU,2021-04-01 06:23:53,broken clouds
579,Baghdad,33.3406,44.4009,68.0,42,0,14.97,IQ,2021-04-01 06:23:53,clear sky
580,Tomelloso,39.1522,-3.0243,48.2,61,0,9.22,ES,2021-04-01 06:23:54,clear sky
581,Dwarka,22.2394,68.9678,85.05,53,0,10.2,IN,2021-04-01 06:19:09,clear sky
582,Gallup,35.5281,-108.7426,28.4,24,1,3.44,US,2021-04-01 06:23:54,clear sky
583,Kaoma,-14.7833,24.8,63.84,76,21,7.45,ZM,2021-04-01 06:23:54,few clouds
584,Dickinson,29.4608,-95.0513,59.0,36,90,20.71,US,2021-04-01 06:23:54,overcast clouds
585,Hamilton,39.1834,-84.5333,37.0,48,20,14.97,US,2021-04-01 06:19:57,few clouds
586,Ambilobe,-13.2,49.05,81.61,75,88,3.2,MG,2021-04-01 06:20:13,overcast clouds
587,Maues,-3.3836,-57.7186,72.36,98,100,1.57,BR,2021-04-01 06:23:54,overcast clouds
588,Kenai,60.5544,-151.2583,28.4,68,90,4.61,US,2021-04-01 06:23:55,overcast clouds
589,Pinsk,52.1229,26.0951,50.41,78,27,6.51,BY,2021-04-01 06:23:24,scattered clouds
590,Kununurra,-15.7667,128.7333,93.2,33,100,14.97,AU,2021-04-01 06:20:59,overcast clouds
591,Faanui,-16.4833,-151.75,82.9,68,100,4.94,PF,2021-04-01 06:20:19,overcast clouds
592,Alghero,40.5589,8.3181,42.8,100,0,1.14,IT,2021-04-01 06:23:55,clear sky
593,Seoul,37.5683,126.9778,73.4,14,0,11.5,KR,2021-04-01 06:20:00,light rain
594,Dambulla,7.86,80.6517,93.16,41,61,9.4,LK,2021-04-01 06:23:55,broken clouds
