City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Wilmington,34.2257,-77.9447,57.0,71,1,4.0,US,2021-03-30 03:52:35
353,Cordoba,-31.4135,-64.1811,61.0,94,0,5.75,AR,2021-03-30 03:53:22
354,Yumen,40.2833,97.2,44.91,34,100,16.98,CN,2021-03-30 03:55:24
355,Fukue,32.6881,128.8419,68.0,40,75,10.36,JP,2021-03-30 03:55:24
356,Tual,-5.6667,132.75,83.05,74,74,8.72,ID,2021-03-30 03:55:24
357,North Bend,43.4065,-124.2243,46.4,71,1,14.97,US,2021-03-30 03:53:52
358,Lenger,42.183,69.8839,41.0,75,90,13.42,KZ,2021-03-30 03:55:25
359,Weligama,5.9667,80.4167,77.76,77,100,7.54,LK,2021-03-30 03:55:25
360,Pouebo,-20.4,164.5667,81.79,66,76,4.12,NC,2021-03-30 03:55:25
361,Moose Factory,51.2585,-80.6094,24.8,63,90,14.97,CA,2021-03-30 03:55:25
362,Yoichi,43.2039,140.7703,55.4,47,40,12.66,JP,2021-03-30 03:55:26
363,Alofi,-19.0595,-169.9187,84.2,79,75,12.66,NU,2021-03-30 03:54:11
364,Dandong,40.1292,124.3947,59.79,20,18,7.38,CN,2021-03-30 03:55:26
365,Oussouye,12.485,-16.5469,69.8,88,0,4.61,SN,2021-03-30 03:55:26
366,Penzance,50.1186,-5.5371,48.99,93,20,18.41,GB,2021-03-30 03:53:07
367,Ginda,30.6945,78.4932,71.85,13,3,5.7,IN,2021-03-30 03:55:26
368,Aviemore,57.1955,-3.8259,55.0,82,75,17.27,GB,2021-03-30 03:55:27
369,Salinas,36.6777,-121.6555,51.8,71,1,8.05,US,2021-03-30 03:55:27
370,Onega,63.9061,38.1404,35.26,96,100,18.39,RU,2021-03-30 03:55:27
371,Adrar,20.5022,-10.0711,72.91,14,5,7.0,MR,2021-03-30 03:55:27
372,Geraldton,-28.7667,114.6,82.4,65,34,10.36,AU,2021-03-30 03:55:28
373,Nieuw Amsterdam,5.8833,-55.0833,79.0,86,98,1.99,SR,2021-03-30 03:55:28
374,Kralendijk,12.15,-68.2667,80.6,83,90,19.57,BQ,2021-03-30 03:55:28
375,Llangefni,53.2556,-4.3106,46.99,93,90,21.85,GB,2021-03-30 03:55:28
376,Richards Bay,-28.783,32.0377,64.33,89,44,4.29,ZA,2021-03-30 03:55:29
377,Port-Gentil,-0.7193,8.7815,78.64,79,90,6.38,GA,2021-03-30 03:55:29
378,Chumikan,54.7183,135.315,29.32,94,100,4.36,RU,2021-03-30 03:55:29
379,Ambon,-3.6954,128.1814,91.4,58,40,5.75,ID,2021-03-30 03:55:29
380,Valdivia,-39.8142,-73.2459,48.2,100,0,2.3,CL,2021-03-30 03:55:30
381,Lumby,50.2498,-118.969,33.8,34,28,1.14,CA,2021-03-30 03:55:30
382,Gurupi,-11.7292,-49.0686,73.78,89,41,5.03,BR,2021-03-30 03:55:30
383,Coalinga,36.1397,-120.3602,66.0,45,0,15.01,US,2021-03-30 03:55:31
384,Pangnirtung,66.1451,-65.7125,10.51,95,100,2.33,CA,2021-03-30 03:55:31
385,Narrabri,-30.3167,149.7833,81.0,41,1,5.75,AU,2021-03-30 03:55:31
386,Araceli,10.5529,119.9913,82.96,75,56,13.06,PH,2021-03-30 03:55:31
387,Nichlaul,27.3167,83.7333,92.05,11,1,8.52,IN,2021-03-30 03:55:31
388,Sao Jose Da Coroa Grande,-8.8978,-35.1478,77.29,88,64,5.53,BR,2021-03-30 03:55:32
389,Solnechnyy,50.7214,136.6319,33.98,77,91,7.11,RU,2021-03-30 03:55:32
390,Mahebourg,-20.4081,57.7,75.2,88,40,4.61,MU,2021-03-30 03:51:25
391,Kasongo-Lunda,-6.4667,16.8167,69.1,96,100,0.76,CD,2021-03-30 03:55:32
392,Ayan,56.45,138.1667,29.5,93,100,15.12,RU,2021-03-30 03:55:33
393,Broken Hill,-31.95,141.4333,77.0,29,0,14.97,AU,2021-03-30 03:55:33
394,Soyo,-6.1349,12.3689,79.43,80,100,7.27,AO,2021-03-30 03:55:33
395,Dongli,23.5656,116.8194,82.4,69,40,2.24,CN,2021-03-30 03:55:34
396,Ayabe,35.3,135.25,71.01,63,75,10.36,JP,2021-03-30 03:55:34
397,Tibagi,-24.5094,-50.4136,63.45,97,13,2.13,BR,2021-03-30 03:55:34
398,Bijawar,24.6333,79.5,84.2,26,3,2.3,IN,2021-03-30 03:55:35
399,Touros,-5.1989,-35.4608,77.0,94,40,8.08,BR,2021-03-30 03:55:35
400,Giresun,40.5,38.5,48.2,76,75,6.91,TR,2021-03-30 03:55:35
401,Hun,29.1268,15.9477,53.26,47,66,5.66,LY,2021-03-30 03:55:35
402,Tahoua,14.8888,5.2692,75.2,9,1,16.11,NE,2021-03-30 03:53:18
403,Ponerihouen,-21.0833,165.4,84.13,59,57,6.22,NC,2021-03-30 03:55:36
404,Honiara,-9.4333,159.95,84.42,76,68,3.98,SB,2021-03-30 03:55:36
405,Ambulu,-8.345,113.6058,85.17,74,79,4.41,ID,2021-03-30 03:55:36
406,Walvis Bay,-22.9575,14.5053,60.01,88,90,2.3,NA,2021-03-30 03:55:36
407,Venice,27.0998,-82.4543,75.99,83,20,6.91,US,2021-03-30 03:55:36
408,Korla,41.7597,86.1469,43.93,74,100,15.93,CN,2021-03-30 03:55:37
409,Lagoa,39.05,-27.9833,57.25,76,100,1.97,PT,2021-03-30 03:55:37
410,Hualmay,-11.0964,-77.6139,69.66,85,99,9.28,PE,2021-03-30 03:55:37
411,Sorong,-0.8833,131.25,84.58,71,48,8.93,ID,2021-03-30 03:55:37
412,Lukovetskiy,64.2956,41.9211,39.2,60,40,11.18,RU,2021-03-30 03:55:38
413,Quang Ngai,15.1167,108.8,90.18,46,30,9.08,VN,2021-03-30 03:55:38
414,Inuvik,68.3499,-133.7218,8.6,61,100,4.61,CA,2021-03-30 03:55:38
415,Aitape,-3.1374,142.3475,83.35,74,100,4.9,PG,2021-03-30 03:55:38
416,Esna,25.2934,32.554,55.4,62,0,3.44,EG,2021-03-30 03:54:03
417,Te Anau,-45.4167,167.7167,62.31,56,100,1.45,NZ,2021-03-30 03:54:13
418,Awbari,26.5921,12.7805,56.3,35,17,9.1,LY,2021-03-30 03:55:39
419,Agdam,39.991,46.9274,43.21,91,77,2.91,AZ,2021-03-30 03:55:39
420,Sulangan,11.1373,123.7228,81.61,75,98,5.21,PH,2021-03-30 03:55:39
421,Namibe,-15.1961,12.1522,73.98,90,72,3.53,AO,2021-03-30 03:55:39
422,Paita,-5.0892,-81.1144,72.43,73,53,11.36,PE,2021-03-30 03:55:40
423,Gulu,2.7746,32.299,67.55,81,96,4.88,UG,2021-03-30 03:55:40
424,Atbasar,51.8,68.3333,16.29,96,95,5.68,KZ,2021-03-30 03:55:40
425,Mojo,8.6,39.1167,64.17,35,53,5.01,ET,2021-03-30 03:55:40
426,Lishan,31.8576,113.2951,62.08,69,100,10.38,CN,2021-03-30 03:55:40
427,Yulara,-25.2406,130.9889,82.4,24,0,16.11,AU,2021-03-30 03:55:41
428,Katete,-0.7818,29.7544,60.98,96,100,2.19,UG,2021-03-30 03:55:41
429,Sosnovo-Ozerskoye,52.5249,111.5418,35.22,86,17,5.99,RU,2021-03-30 03:55:41
430,Baykit,61.67,96.37,22.28,81,100,6.76,RU,2021-03-30 03:55:41
431,Ostrov,57.3439,28.3537,44.6,93,90,13.42,RU,2021-03-30 03:55:42
432,Bonthe,7.5264,-12.505,77.86,86,97,2.26,SL,2021-03-30 03:55:42
433,Avera,33.194,-82.5271,55.4,71,1,3.44,US,2021-03-30 03:53:19
434,Iqaluit,63.7506,-68.5145,-4.0,71,20,16.11,CA,2021-03-30 03:54:17
435,Biak,-0.9131,122.8766,83.01,72,93,0.72,ID,2021-03-30 03:55:42
436,Kurunegala,7.4863,80.3623,82.4,74,0,5.75,LK,2021-03-30 03:55:42
437,Carson City,39.1638,-119.7674,46.4,15,1,17.27,US,2021-03-30 03:55:42
438,Bam,29.106,58.357,62.47,15,0,7.7,IR,2021-03-30 03:52:09
439,Sorland,67.667,12.6934,39.16,82,100,25.1,NO,2021-03-30 03:55:43
440,Grandview,38.8858,-94.533,62.6,36,1,21.85,US,2021-03-30 03:55:43
441,Alta Gracia,-31.6529,-64.4283,61.0,90,0,1.99,AR,2021-03-30 03:55:43
442,Indianola,41.3581,-93.5574,64.4,36,40,14.97,US,2021-03-30 03:55:44
443,Kousseri,12.0769,15.0306,71.6,10,0,11.5,CM,2021-03-30 03:55:44
444,Nueve De Julio,-35.4444,-60.8831,57.99,84,0,1.97,AR,2021-03-30 03:55:44
445,Augusto Correa,-1.0217,-46.635,74.44,97,100,2.48,BR,2021-03-30 03:52:52
446,Nome,64.5011,-165.4064,30.2,93,90,11.5,US,2021-03-30 03:52:09
447,Igarka,67.4667,86.5833,-9.72,90,61,13.98,RU,2021-03-30 03:55:44
448,Pagouria,41.0291,25.3184,43.99,67,1,7.83,GR,2021-03-30 03:55:45
449,Bayonet Point,28.3267,-82.6834,71.01,79,97,11.59,US,2021-03-30 03:55:45
450,Nakhon Thai,17.1006,100.8374,100.0,58,75,3.44,TH,2021-03-30 03:55:45
451,Churapcha,62.0025,132.4325,25.39,75,100,8.68,RU,2021-03-30 03:55:45
452,Moerai,-22.4333,-151.3333,80.55,75,22,19.46,PF,2021-03-30 03:55:46
453,Shingu,33.7333,135.9833,66.2,63,75,6.91,JP,2021-03-30 03:55:46
454,Peniche,39.3558,-9.3811,60.01,80,84,1.01,PT,2021-03-30 03:55:46
455,Uglegorsk,49.0833,142.0333,35.22,98,100,3.24,RU,2021-03-30 03:55:46
456,Merrill,45.1805,-89.6835,57.99,44,1,17.27,US,2021-03-30 03:55:46
457,Muyezerskiy,63.9333,31.65,36.41,97,100,14.45,RU,2021-03-30 03:55:47
458,Narasaraopet,16.25,80.0667,95.79,23,18,6.53,IN,2021-03-30 03:55:47
459,Kapit,2.0167,112.9333,90.34,55,99,2.73,MY,2021-03-30 03:55:47
460,Pokhara,28.2333,83.9833,82.76,16,12,6.58,NP,2021-03-30 03:55:48
461,Canto Do Buriti,-8.11,-42.9444,72.73,84,67,2.26,BR,2021-03-30 03:55:48
462,Bougouni,11.417,-7.479,77.94,22,2,2.71,ML,2021-03-30 03:55:48
463,Rock Springs,41.5875,-109.2029,24.01,33,1,13.8,US,2021-03-30 03:55:48
464,Cartagena Del Chaira,1.3349,-74.8429,71.78,96,89,2.57,CO,2021-03-30 03:55:48
465,Ende,-8.8432,121.6623,82.56,82,99,1.83,ID,2021-03-30 03:55:49
466,Waterloo,43.4668,-80.5164,33.8,64,1,6.91,CA,2021-03-30 03:52:02
467,Skjervoy,70.0311,20.9714,34.68,69,79,6.82,NO,2021-03-30 03:55:49
468,Port Shepstone,-30.7414,30.455,68.68,81,99,6.51,ZA,2021-03-30 03:53:31
469,Diffa,13.3154,12.6113,69.33,22,0,11.45,NE,2021-03-30 03:55:49
470,Mocorito,25.4833,-107.9167,62.01,85,100,1.99,MX,2021-03-30 03:55:50
471,Grindavik,63.8424,-22.4338,28.4,74,40,17.27,IS,2021-03-30 03:55:50
472,Yaan,7.3833,8.5667,78.04,75,29,5.1,NG,2021-03-30 03:55:50
473,Chaoyang,41.5703,120.4586,63.82,11,99,8.63,CN,2021-03-30 03:55:50
474,Salina,38.8403,-97.6114,69.01,34,1,31.07,US,2021-03-30 03:55:50
475,Sabang,5.8933,95.3214,83.07,71,95,12.66,ID,2021-03-30 03:51:24
476,Porto Belo,-27.1578,-48.5531,77.0,94,75,5.75,BR,2021-03-30 03:55:51
477,Bonfim,3.0833,-59.95,78.22,74,100,7.67,BR,2021-03-30 03:55:51
478,Warwick,41.7001,-71.4162,39.99,43,1,1.01,US,2021-03-30 03:54:13
479,Micomeseng,2.1462,10.6164,67.21,99,66,0.67,GQ,2021-03-30 03:55:51
480,Mahajanga,-15.7167,46.3167,75.2,94,20,2.3,MG,2021-03-30 03:55:52
481,Chalon-Sur-Saone,46.7833,4.85,45.0,80,45,2.44,FR,2021-03-30 03:54:12
482,Concepcion Del Uruguay,-32.4825,-58.2372,62.01,93,70,1.01,AR,2021-03-30 03:55:52
483,Ancud,-41.8697,-73.8203,55.99,87,0,1.14,CL,2021-03-30 03:52:28
484,Huarmey,-10.0681,-78.1522,70.77,83,100,8.48,PE,2021-03-30 03:55:52
485,Dorado,18.4588,-66.2677,78.8,78,40,14.97,PR,2021-03-30 03:55:52
486,Rockport,28.0206,-97.0544,68.0,88,90,13.8,US,2021-03-30 03:55:53
487,Makat,47.6469,53.3463,37.56,76,78,4.63,KZ,2021-03-30 03:55:53
488,Murmashi,68.8154,32.8115,33.8,93,75,6.71,RU,2021-03-30 03:55:33
489,Luang Prabang,19.8856,102.1347,78.8,69,75,2.3,LA,2021-03-30 03:55:53
490,Tarko-Sale,64.9225,77.785,4.77,90,100,3.31,RU,2021-03-30 03:55:53
491,Constitucion,-35.3333,-72.4167,52.9,89,7,3.4,CL,2021-03-30 03:52:23
492,Dunedin,-45.8742,170.5036,57.0,80,74,14.0,NZ,2021-03-30 03:52:34
493,Salcedo,12.8105,121.4674,85.71,65,100,5.84,PH,2021-03-30 03:55:54
494,Lakatoro,-16.0999,167.4164,84.47,72,22,8.61,VU,2021-03-30 03:55:54
495,Fortuna,40.5982,-124.1573,48.0,81,1,9.22,US,2021-03-30 03:55:54
496,Bera,24.0833,89.6167,88.92,52,43,7.67,BD,2021-03-30 03:55:54
497,Maningrida,-12.0667,134.2667,82.24,71,90,13.94,AU,2021-03-30 03:55:55
498,Hukuntsi,-24.0,21.75,68.31,53,100,8.46,BW,2021-03-30 03:55:55
499,Aksarayskiy,46.7924,48.0119,32.0,80,0,2.24,RU,2021-03-30 03:55:55
500,Pocoes,-14.5297,-40.3653,61.97,93,46,3.83,BR,2021-03-30 03:55:55
501,Bakchar,57.0186,82.0711,21.52,88,100,8.55,RU,2021-03-30 03:55:56
502,Urengoy,65.9667,78.3667,3.52,89,100,7.31,RU,2021-03-30 03:55:56
503,Catamarca,-28.4696,-65.7852,53.01,75,0,8.19,AR,2021-03-30 03:55:56
504,Alyangula,-13.8483,136.4192,83.75,69,97,13.02,AU,2021-03-30 03:55:56
505,Srednekolymsk,67.45,153.6833,17.8,74,19,5.12,RU,2021-03-30 03:55:57
506,Balagansk,54.0103,103.0544,34.93,98,100,5.39,RU,2021-03-30 03:55:57
507,El Limon,10.3059,-67.6321,73.44,81,45,3.4,VE,2021-03-30 03:55:57
508,Bangarapet,12.9667,78.2,84.99,78,40,9.22,IN,2021-03-30 03:55:57
509,Tenango,18.65,-98.1833,69.06,58,25,5.95,MX,2021-03-30 03:55:58
510,Khandyga,62.6667,135.6,25.29,82,100,4.54,RU,2021-03-30 03:55:58
511,Ucluelet,48.9329,-125.5528,45.0,75,1,11.45,CA,2021-03-30 03:55:58
512,Kakching,24.4833,93.9833,81.88,28,90,5.75,IN,2021-03-30 03:55:58
513,Tonj,7.2737,28.6822,75.76,23,82,5.21,SS,2021-03-30 03:55:59
514,Takoradi,4.8845,-1.7554,78.53,88,12,6.89,GH,2021-03-30 03:55:59
515,Qasigiannguit,68.8193,-51.1922,19.4,42,75,19.57,GL,2021-03-30 03:55:59
516,Pushkar,26.5,74.55,83.95,30,8,20.87,IN,2021-03-30 03:55:59
517,Fowa,8.9167,6.4,76.86,37,76,1.1,NG,2021-03-30 03:56:00
518,Eureka,40.8021,-124.1637,48.0,76,0,8.01,US,2021-03-30 03:51:52
519,Prince Rupert,54.3161,-130.3201,39.2,100,90,8.05,CA,2021-03-30 03:56:00
520,Ekuvukeni,-28.4675,30.1551,54.05,94,0,1.59,ZA,2021-03-30 03:56:00
521,Goderich,43.7501,-81.7165,39.2,56,22,13.8,CA,2021-03-30 03:56:00
522,Ballina,-28.8667,153.5667,77.0,94,75,13.8,AU,2021-03-30 03:56:01
523,Lazaro Cardenas,17.9583,-102.2,74.28,70,49,4.25,MX,2021-03-30 03:56:01
524,San Quintin,30.4833,-115.95,58.32,87,64,6.46,MX,2021-03-30 03:55:47
525,Hasaki,35.7333,140.8333,72.0,64,75,11.5,JP,2021-03-30 03:56:01
526,Port Moresby,-9.4431,147.1797,87.8,74,40,9.22,PG,2021-03-30 03:56:01
527,Rodental,50.2833,11.0667,39.0,80,8,1.14,DE,2021-03-30 03:56:02
528,Bom Jesus,-9.0744,-44.3586,75.52,71,40,2.48,BR,2021-03-30 03:56:02
529,Komsomolskiy,40.4272,71.7189,48.2,57,72,2.3,UZ,2021-03-30 03:56:02
530,Kisangani,0.5167,25.2,67.89,94,100,1.07,CD,2021-03-30 03:55:11
531,Nogales,31.3086,-110.9422,68.0,13,1,5.75,MX,2021-03-30 03:54:36
532,Barybino,55.2677,37.8933,28.0,63,0,6.71,RU,2021-03-30 03:56:03
533,Tevaitoa,-16.7833,-151.5,81.95,73,88,11.45,PF,2021-03-30 03:56:03
534,Tautira,-17.7333,-149.15,86.0,74,75,9.22,PF,2021-03-30 03:56:03
535,Harij,23.7,71.9,85.24,42,2,10.89,IN,2021-03-30 03:56:03
536,Shakhtinsk,49.71,72.5872,23.0,74,40,11.18,KZ,2021-03-30 03:56:04
537,Saint-Louis,16.3333,-15.0,78.8,50,0,4.61,SN,2021-03-30 03:56:04
538,Odweyne,9.4092,45.064,69.22,48,79,4.36,SO,2021-03-30 03:56:04
539,Lianyuan,27.6883,111.6642,67.44,86,100,3.69,CN,2021-03-30 03:56:04
540,Jacmel,18.2342,-72.5347,80.6,69,0,12.66,HT,2021-03-30 03:56:04
541,Yalutorovsk,56.6536,66.3006,15.31,88,49,2.75,RU,2021-03-30 03:56:05
542,Necochea,-38.5473,-58.7368,55.99,97,3,1.01,AR,2021-03-30 03:56:05
543,Novyy Urengoy,66.0833,76.6333,2.84,93,99,7.4,RU,2021-03-30 03:56:05
544,Tommot,58.9564,126.2925,28.96,78,100,3.0,RU,2021-03-30 03:56:05
545,Khandbari,27.3747,87.2039,80.89,17,80,3.49,NP,2021-03-30 03:56:06
546,Manokwari,-0.8667,134.0833,83.19,73,93,5.08,ID,2021-03-30 03:56:06
547,Cedar Rapids,42.0083,-91.6441,60.01,44,1,17.27,US,2021-03-30 03:56:07
548,Awjilah,29.1081,21.2869,52.05,74,1,7.9,LY,2021-03-30 03:56:07
549,Balkanabat,39.5108,54.3671,52.79,44,0,4.41,TM,2021-03-30 03:56:08
550,Mmathubudukwane,-24.6,26.4333,57.2,88,0,3.44,BW,2021-03-30 03:56:08
551,Manavalakurichi,8.1333,77.3,89.6,55,20,2.3,IN,2021-03-30 03:56:08
552,Ryotsu,38.0833,138.4333,55.4,62,75,10.36,JP,2021-03-30 03:56:08
553,Manado,1.487,124.8455,89.6,58,40,9.22,ID,2021-03-30 03:53:27
554,Nuuk,64.1835,-51.7216,30.2,69,90,11.5,GL,2021-03-30 03:56:09
555,Inirida,3.8653,-67.9239,75.0,95,100,2.35,CO,2021-03-30 03:56:09
556,Raudeberg,61.9875,5.1352,39.99,92,100,14.29,NO,2021-03-30 03:56:09
557,Agbor,6.2518,6.1934,75.54,93,66,2.8,NG,2021-03-30 03:56:10
558,Baruun-Urt,46.6806,113.2792,49.3,32,100,12.37,MN,2021-03-30 03:56:10
559,Nishihara,26.1842,127.7558,77.0,88,90,17.27,JP,2021-03-30 03:56:10
560,Olovyannaya,50.95,115.5667,36.54,54,100,3.53,RU,2021-03-30 03:56:10
561,Nemuro,43.3236,145.575,59.0,38,20,17.27,JP,2021-03-30 03:56:11
562,Alice Springs,-23.7,133.8833,87.01,29,0,16.11,AU,2021-03-30 03:56:11
563,Comodoro Rivadavia,-45.8667,-67.5,55.4,82,0,1.14,AR,2021-03-30 03:56:11
564,Tigil,57.8,158.6667,32.13,91,100,8.25,RU,2021-03-30 03:56:12
565,Gualaca,8.5333,-82.3,75.29,77,16,5.44,PA,2021-03-30 03:56:12
